Customer_ID,FICO_Score,Credit_Bureau_Score,Annual_Salary,Account_Open_Date,ZIP_Code,Business_Type,Asset_Value,Time_on_Books,PD,RWA,FICO_Band,Credit_Bureau_Band,Salary_Band,Counterparty_ID,Product_Type,CCF_Source
298,489,383,49055,2012-12-25,30303,Healthcare,509387,12.7,0.361,159259.2901522561,<600,<600,$40K–60K,298.0,Derivative,Standardized
299,424,321,62891,2018-03-03,20002,Finance,824661,7.5,0.426,278444.1847338866,<600,<600,$60K–80K,,,
300,449,758,101912,2014-08-08,10001,Healthcare,520269,11.1,0.401,191031.44512699617,<600,750+,$100K+,,,
301,613,838,26588,2016-08-19,94105,Manufacturing,277727,9.0,0.237,66654.69694511504,600–649,750+,<$40K,301.0,Securitization,Standardized
302,641,681,110536,2010-06-11,94105,Finance,932401,15.2,0.209,148898.56951591236,600–649,650–699,$100K+,302.0,Securitization,Standardized
302,641,681,110536,2010-06-11,94105,Finance,932401,15.2,0.209,148898.56951591236,600–649,650–699,$100K+,302.0,Securitization,Internal Model
303,604,739,26304,2019-06-14,20002,Manufacturing,523622,6.2,0.246,134206.1201601213,600–649,700–749,<$40K,,,
304,353,320,27345,2019-05-23,60606,Retail,81537,6.3,0.497,25570.347603448245,<600,<600,<$40K,304.0,Derivative,Internal Model
305,743,602,49300,2018-12-04,10001,Manufacturing,774777,6.7,0.107,52192.62515795842,700–749,600–649,$40K–60K,305.0,Securitization,Standardized
305,743,602,49300,2018-12-04,10001,Manufacturing,774777,6.7,0.107,52192.62515795842,700–749,600–649,$40K–60K,305.0,Guarantee,Standardized
306,563,383,44259,2016-06-27,94105,Healthcare,407783,9.2,0.287,97345.4451058404,<600,<600,$40K–60K,,,
307,352,752,111006,2011-03-26,94105,Tech,609095,14.4,0.498,246328.8536707655,<600,750+,$100K+,,,
308,304,686,108553,2014-02-06,60606,Manufacturing,663936,11.6,0.546,286157.37296699465,<600,650–699,$100K+,,,
309,402,806,35352,2012-11-02,20002,Tech,909084,12.8,0.448,364348.24202813656,<600,750+,<$40K,309.0,Guarantee,Internal Model
310,495,556,149350,2016-02-10,10001,Retail,480455,9.5,0.355,135159.80035066477,<600,<600,$100K+,,,
311,649,826,53365,2015-11-29,20002,Finance,678689,9.7,0.201,97586.1835319192,600–649,750+,$40K–60K,,,
312,346,461,39446,2015-05-05,20002,Finance,242117,10.3,0.504,95874.35925816548,<600,<600,<$40K,,,
313,568,462,22336,2016-12-30,10001,Tech,783068,8.7,0.282,261665.15017588323,<600,<600,<$40K,,,
314,669,823,82032,2013-08-06,10001,Finance,343936,12.1,0.181,52707.13167476687,650–699,750+,$80K–100K,314.0,Securitization,Standardized
314,669,823,82032,2013-08-06,10001,Finance,343936,12.1,0.181,52707.13167476687,650–699,750+,$80K–100K,314.0,Derivative,Standardized
315,405,570,95415,2016-05-31,94105,Manufacturing,403444,9.2,0.445,155623.8073130048,<600,<600,$80K–100K,,,
316,419,791,117852,2019-08-24,94105,Tech,223286,6.0,0.431,91032.48180834316,<600,750+,$100K+,316.0,Derivative,Standardized
316,419,791,117852,2019-08-24,94105,Tech,223286,6.0,0.431,91032.48180834316,<600,750+,$100K+,316.0,Guarantee,Standardized
317,357,507,118876,2018-01-30,10001,Healthcare,571340,7.6,0.493,335189.29434630694,<600,<600,$100K+,,,
318,645,838,27521,2013-05-23,30303,Manufacturing,460985,12.3,0.205,70400.22642338203,600–649,750+,<$40K,318.0,Commitment,Internal Model
319,773,359,91707,2012-08-31,94105,Manufacturing,56032,13.0,0.077,4352.298683841724,750+,<600,$80K–100K,,,
320,416,729,43481,2011-09-24,30303,Manufacturing,514910,13.9,0.434,230083.6274948286,<600,700–749,$40K–60K,,,
321,426,608,38474,2014-05-10,10001,Healthcare,305830,11.3,0.424,125054.90591306226,<600,600–649,<$40K,321.0,Securitization,Internal Model
322,692,819,66760,2012-11-16,94105,Retail,873413,12.8,0.158,90133.79927424932,650–699,750+,$60K–80K,,,
323,357,326,75718,2017-08-12,20002,Finance,633090,8.0,0.493,314024.5542408686,<600,<600,$60K–80K,323.0,Derivative,Standardized
323,357,326,75718,2017-08-12,20002,Finance,633090,8.0,0.493,314024.5542408686,<600,<600,$60K–80K,323.0,Guarantee,Standardized
324,812,498,64629,2019-01-16,10001,Tech,990765,6.6,0.038,24037.30575745844,750+,<600,$60K–80K,,,
325,395,686,65232,2014-05-08,60606,Retail,930313,11.3,0.455,405381.0460874848,<600,650–699,$60K–80K,325.0,Guarantee,Standardized
326,417,648,106544,2016-06-26,30303,Tech,244337,9.2,0.433,110426.44317647576,<600,600–649,$100K+,326.0,Derivative,Internal Model
327,787,835,87169,2018-02-08,10001,Finance,182857,7.5,0.063,8370.217344727687,750+,750+,$80K–100K,327.0,Derivative,Internal Model
328,536,677,147941,2019-01-18,10001,Healthcare,439763,6.6,0.314,152580.8680413314,<600,650–699,$100K+,,,
329,571,826,70669,2014-08-21,94105,Manufacturing,314962,11.0,0.279,54325.03223293309,<600,750+,$60K–80K,,,
330,488,452,98021,2011-03-13,94105,Manufacturing,896854,14.5,0.362,359168.6406074838,<600,<600,$80K–100K,330.0,Commitment,Standardized
331,746,505,129153,2017-09-29,94105,Healthcare,344071,7.9,0.104,31353.309111303304,700–749,<600,$100K+,331.0,Guarantee,Standardized
331,746,505,129153,2017-09-29,94105,Healthcare,344071,7.9,0.104,31353.309111303304,700–749,<600,$100K+,331.0,Derivative,Standardized
332,546,754,89184,2014-04-06,60606,Retail,731041,11.4,0.304,162355.46302767182,<600,750+,$80K–100K,,,
333,375,572,67945,2019-07-07,94105,Retail,351609,6.1,0.475,113614.28093820746,<600,<600,$60K–80K,,,
334,453,535,33140,2012-12-12,10001,Tech,755222,12.7,0.397,351388.0059895261,<600,<600,<$40K,,,
335,734,820,146468,2019-04-08,94105,Healthcare,760887,6.4,0.116,56805.94014527532,700–749,750+,$100K+,,,
336,385,800,103457,2013-07-28,20002,Retail,647509,12.1,0.465,216622.23496855225,<600,750+,$100K+,336.0,Securitization,Internal Model
337,584,416,34357,2017-08-05,94105,Healthcare,309477,8.1,0.266,66572.35465199927,<600,<600,<$40K,,,
338,519,685,131672,2015-09-10,60606,Finance,136457,10.0,0.331,43908.94801543895,<600,650–699,$100K+,338.0,Guarantee,Internal Model
338,519,685,131672,2015-09-10,60606,Finance,136457,10.0,0.331,43908.94801543895,<600,650–699,$100K+,338.0,Trade Finance,Internal Model
338,519,685,131672,2015-09-10,60606,Finance,136457,10.0,0.331,43908.94801543895,<600,650–699,$100K+,338.0,Guarantee,Standardized
339,368,643,88673,2016-07-12,20002,Manufacturing,288720,9.1,0.482,128987.52913339266,<600,600–649,$80K–100K,339.0,Guarantee,Standardized
340,346,694,141673,2010-07-02,10001,Manufacturing,129875,15.2,0.504,44208.7476496997,<600,650–699,$100K+,340.0,Commitment,Standardized
340,346,694,141673,2010-07-02,10001,Manufacturing,129875,15.2,0.504,44208.7476496997,<600,650–699,$100K+,340.0,Trade Finance,Internal Model
341,393,363,85633,2018-06-22,10001,Manufacturing,835837,7.2,0.457,295588.2495095494,<600,<600,$80K–100K,341.0,Guarantee,Standardized
342,752,371,96943,2017-02-04,30303,Healthcare,890432,8.6,0.098,64857.82396146224,750+,<600,$80K–100K,342.0,Commitment,Internal Model
342,752,371,96943,2017-02-04,30303,Healthcare,890432,8.6,0.098,64857.82396146224,750+,<600,$80K–100K,342.0,Trade Finance,Standardized
342,752,371,96943,2017-02-04,30303,Healthcare,890432,8.6,0.098,64857.82396146224,750+,<600,$80K–100K,342.0,Securitization,Internal Model
343,503,573,116111,2014-01-09,20002,Healthcare,476995,11.6,0.347,120517.37654132054,<600,<600,$100K+,,,
344,517,619,98258,2018-08-12,30303,Tech,565889,7.0,0.333,159550.5012737794,<600,600–649,$80K–100K,344.0,Securitization,Standardized
344,517,619,98258,2018-08-12,30303,Tech,565889,7.0,0.333,159550.5012737794,<600,600–649,$80K–100K,344.0,Guarantee,Standardized
345,773,637,32924,2018-06-09,20002,Manufacturing,864378,7.2,0.077,68049.24121048611,750+,600–649,<$40K,,,
346,731,665,89286,2019-09-26,20002,Tech,994860,5.9,0.119,86479.33900399866,700–749,650–699,$80K–100K,346.0,Guarantee,Internal Model
346,731,665,89286,2019-09-26,20002,Tech,994860,5.9,0.119,86479.33900399866,700–749,650–699,$80K–100K,346.0,Trade Finance,Standardized
346,731,665,89286,2019-09-26,20002,Tech,994860,5.9,0.119,86479.33900399866,700–749,650–699,$80K–100K,346.0,Securitization,Internal Model
346,731,665,89286,2019-09-26,20002,Tech,994860,5.9,0.119,86479.33900399866,700–749,650–699,$80K–100K,346.0,Derivative,Standardized
347,640,794,113269,2014-01-19,60606,Manufacturing,324260,11.6,0.21,55838.07098509357,600–649,750+,$100K+,,,
348,588,465,147563,2014-05-09,30303,Tech,527965,11.3,0.262,115440.71906801694,<600,<600,$100K+,348.0,Commitment,Internal Model
348,588,465,147563,2014-05-09,30303,Tech,527965,11.3,0.262,115440.71906801694,<600,<600,$100K+,348.0,Derivative,Standardized
348,588,465,147563,2014-05-09,30303,Tech,527965,11.3,0.262,115440.71906801694,<600,<600,$100K+,348.0,Guarantee,Standardized
349,553,843,94071,2014-05-07,60606,Tech,520472,11.3,0.297,183312.60839287625,<600,750+,$80K–100K,349.0,Derivative,Standardized
349,553,843,94071,2014-05-07,60606,Tech,520472,11.3,0.297,183312.60839287625,<600,750+,$80K–100K,349.0,Commitment,Standardized
350,656,310,77326,2011-10-22,20002,Finance,638474,13.9,0.194,145267.6245738896,650–699,<600,$60K–80K,350.0,Guarantee,Standardized
351,322,600,110023,2010-06-09,10001,Tech,859326,15.2,0.528,490059.513008528,<600,600–649,$100K+,,,
352,821,401,140101,2018-06-13,20002,Healthcare,699995,7.2,0.029,15123.297631251562,750+,<600,$100K+,,,
353,399,724,50651,2018-11-24,60606,Tech,803897,6.8,0.451,232334.9932209266,<600,700–749,$40K–60K,,,
354,479,691,90202,2016-09-25,30303,Manufacturing,591042,8.9,0.371,173259.74288462152,<600,650–699,$80K–100K,354.0,Derivative,Standardized
355,522,513,68777,2012-10-08,30303,Tech,239047,12.9,0.328,59595.65233439456,<600,<600,$60K–80K,,,
356,741,387,36994,2010-02-22,60606,Retail,102850,15.5,0.109,10129.4442428467,700–749,<600,<$40K,,,
357,624,700,87263,2016-09-21,30303,Manufacturing,906197,8.9,0.226,218447.76237351185,600–649,700–749,$80K–100K,357.0,Commitment,Standardized
358,815,345,79634,2017-12-04,94105,Retail,750479,7.7,0.035,29287.2791577842,750+,<600,$60K–80K,358.0,Guarantee,Internal Model
359,315,762,120158,2012-11-11,10001,Manufacturing,364835,12.8,0.535,216055.7873408385,<600,750+,$100K+,359.0,Derivative,Standardized
360,635,609,30800,2012-11-19,10001,Healthcare,573159,12.8,0.215,100531.02676436174,600–649,600–649,<$40K,,,
361,557,385,57823,2017-07-13,10001,Healthcare,203946,8.1,0.293,60493.60545332982,<600,<600,$40K–60K,361.0,Securitization,Internal Model
362,796,391,128575,2016-04-26,30303,Healthcare,480949,9.3,0.054,20457.563940668464,750+,<600,$100K+,,,
363,459,541,83878,2013-05-13,30303,Retail,825943,12.3,0.391,205567.6651647912,<600,<600,$80K–100K,,,
364,774,301,38708,2018-07-28,20002,Finance,877392,7.1,0.076,68078.0526692161,750+,<600,<$40K,,,
365,679,524,32819,2014-02-03,20002,Manufacturing,976325,11.6,0.171,101155.38022795285,650–699,<600,<$40K,365.0,Derivative,Standardized
365,679,524,32819,2014-02-03,20002,Manufacturing,976325,11.6,0.171,101155.38022795285,650–699,<600,<$40K,365.0,Commitment,Internal Model
366,844,415,94905,2017-09-24,10001,Healthcare,862208,7.9,0.006,4374.030601322671,750+,<600,$80K–100K,,,
367,726,402,83870,2014-01-29,94105,Manufacturing,259200,11.6,0.124,25636.38793127049,700–749,<600,$80K–100K,367.0,Guarantee,Standardized
367,726,402,83870,2014-01-29,94105,Manufacturing,259200,11.6,0.124,25636.38793127049,700–749,<600,$80K–100K,367.0,Guarantee,Internal Model
368,567,493,29283,2012-11-01,20002,Retail,735527,12.8,0.283,211490.12815145167,<600,<600,<$40K,,,
369,716,465,50573,2015-05-05,20002,Finance,316606,10.3,0.134,44959.994697561306,700–749,<600,$40K–60K,369.0,Guarantee,Standardized
369,716,465,50573,2015-05-05,20002,Finance,316606,10.3,0.134,44959.994697561306,700–749,<600,$40K–60K,369.0,Guarantee,Internal Model
370,467,389,98707,2019-03-16,30303,Retail,464598,6.4,0.383,139231.16877515032,<600,<600,$80K–100K,370.0,Derivative,Standardized
371,342,421,50933,2012-04-29,94105,Manufacturing,493410,13.3,0.508,272453.0650081173,<600,<600,$40K–60K,,,
372,584,442,25774,2010-12-20,10001,Finance,768741,14.7,0.266,158752.02355621677,<600,<600,<$40K,,,
373,696,405,92055,2013-01-03,20002,Finance,566862,12.6,0.154,75755.75266410247,650–699,<600,$80K–100K,373.0,Commitment,Standardized
373,696,405,92055,2013-01-03,20002,Finance,566862,12.6,0.154,75755.75266410247,650–699,<600,$80K–100K,373.0,Derivative,Standardized
373,696,405,92055,2013-01-03,20002,Finance,566862,12.6,0.154,75755.75266410247,650–699,<600,$80K–100K,373.0,Guarantee,Standardized
373,696,405,92055,2013-01-03,20002,Finance,566862,12.6,0.154,75755.75266410247,650–699,<600,$80K–100K,373.0,Derivative,Standardized
374,311,727,30983,2017-12-30,94105,Retail,636360,7.7,0.539,355418.38188572106,<600,700–749,<$40K,374.0,Trade Finance,Standardized
375,601,604,116468,2014-10-06,94105,Healthcare,445126,10.9,0.249,112582.28380711464,600–649,600–649,$100K+,375.0,Trade Finance,Internal Model
376,552,616,116334,2019-12-12,10001,Manufacturing,214603,5.7,0.298,76257.34824393438,<600,600–649,$100K+,376.0,Commitment,Internal Model
377,798,308,38133,2014-01-04,94105,Tech,690546,11.6,0.052,26396.137392400306,750+,<600,<$40K,377.0,Commitment,Standardized
378,334,372,145555,2012-09-17,94105,Tech,688173,12.9,0.516,354170.7297872195,<600,<600,$100K+,,,
379,389,658,34939,2013-06-18,94105,Retail,744172,12.2,0.461,331333.6647155582,<600,650–699,<$40K,379.0,Derivative,Standardized
380,717,522,20781,2018-05-24,20002,Manufacturing,750885,7.3,0.133,114753.89249937973,700–749,<600,<$40K,380.0,Guarantee,Standardized
380,717,522,20781,2018-05-24,20002,Manufacturing,750885,7.3,0.133,114753.89249937973,700–749,<600,<$40K,380.0,Guarantee,Internal Model
381,414,715,134586,2015-02-28,10001,Manufacturing,874714,10.5,0.436,264604.7779823432,<600,700–749,$100K+,,,
382,495,669,76700,2018-10-31,94105,Retail,119779,6.8,0.355,44693.49866632748,<600,650–699,$60K–80K,,,
383,800,563,47624,2014-12-15,94105,Manufacturing,28557,10.7,0.05,1343.5514062436166,750+,<600,$40K–60K,,,
384,792,617,26823,2018-09-03,20002,Healthcare,169132,7.0,0.058,7502.420218536087,750+,600–649,<$40K,384.0,Trade Finance,Internal Model
385,374,383,38489,2016-05-30,10001,Retail,462082,9.2,0.476,194582.08859010137,<600,<600,<$40K,385.0,Securitization,Standardized
385,374,383,38489,2016-05-30,10001,Retail,462082,9.2,0.476,194582.08859010137,<600,<600,<$40K,385.0,Derivative,Standardized
386,712,617,138555,2016-03-06,30303,Healthcare,344248,9.5,0.138,38017.61387181334,700–749,600–649,$100K+,386.0,Securitization,Internal Model
386,712,617,138555,2016-03-06,30303,Healthcare,344248,9.5,0.138,38017.61387181334,700–749,600–649,$100K+,386.0,Guarantee,Internal Model
386,712,617,138555,2016-03-06,30303,Healthcare,344248,9.5,0.138,38017.61387181334,700–749,600–649,$100K+,386.0,Securitization,Internal Model
387,675,410,59961,2019-05-08,20002,Manufacturing,766265,6.3,0.175,127068.12138170848,650–699,<600,$40K–60K,387.0,Securitization,Standardized
387,675,410,59961,2019-05-08,20002,Manufacturing,766265,6.3,0.175,127068.12138170848,650–699,<600,$40K–60K,387.0,Derivative,Internal Model
388,719,550,139664,2013-01-16,10001,Retail,487793,12.6,0.131,72425.2842111579,700–749,<600,$100K+,388.0,Commitment,Standardized
388,719,550,139664,2013-01-16,10001,Retail,487793,12.6,0.131,72425.2842111579,700–749,<600,$100K+,388.0,Commitment,Standardized
389,576,682,49118,2012-03-28,94105,Manufacturing,671440,13.4,0.274,173227.31640782507,<600,650–699,$40K–60K,,,
390,693,306,120417,2014-12-05,10001,Retail,154926,10.7,0.157,23813.404619352783,650–699,<600,$100K+,390.0,Derivative,Standardized
390,693,306,120417,2014-12-05,10001,Retail,154926,10.7,0.157,23813.404619352783,650–699,<600,$100K+,390.0,Securitization,Internal Model
391,756,758,101816,2015-05-15,10001,Manufacturing,918445,10.3,0.094,78671.59106740038,750+,750+,$100K+,,,
392,491,383,42263,2016-09-03,10001,Healthcare,733055,9.0,0.359,165979.08287251944,<600,<600,$40K–60K,392.0,Commitment,Standardized
392,491,383,42263,2016-09-03,10001,Healthcare,733055,9.0,0.359,165979.08287251944,<600,<600,$40K–60K,392.0,Securitization,Standardized
393,398,507,33565,2016-06-30,30303,Healthcare,692385,9.2,0.452,231499.7837399999,<600,<600,<$40K,393.0,Derivative,Standardized
393,398,507,33565,2016-06-30,30303,Healthcare,692385,9.2,0.452,231499.7837399999,<600,<600,<$40K,393.0,Commitment,Standardized
393,398,507,33565,2016-06-30,30303,Healthcare,692385,9.2,0.452,231499.7837399999,<600,<600,<$40K,393.0,Trade Finance,Internal Model
393,398,507,33565,2016-06-30,30303,Healthcare,692385,9.2,0.452,231499.7837399999,<600,<600,<$40K,393.0,Trade Finance,Standardized
394,847,689,40354,2018-03-07,10001,Manufacturing,194054,7.5,0.003,521.1520264857841,750+,650–699,$40K–60K,394.0,Securitization,Internal Model
395,395,613,62951,2012-06-07,30303,Retail,575369,13.2,0.455,205806.17283760363,<600,600–649,$60K–80K,,,
396,489,321,111179,2015-01-30,94105,Tech,931872,10.6,0.361,238531.2714369744,<600,<600,$100K+,396.0,Securitization,Standardized
396,489,321,111179,2015-01-30,94105,Tech,931872,10.6,0.361,238531.2714369744,<600,<600,$100K+,396.0,Securitization,Internal Model
397,336,709,43648,2013-03-26,30303,Healthcare,764981,12.4,0.514,354855.23124564893,<600,700–749,$40K–60K,397.0,Trade Finance,Standardized
397,336,709,43648,2013-03-26,30303,Healthcare,764981,12.4,0.514,354855.23124564893,<600,700–749,$40K–60K,397.0,Securitization,Standardized
398,668,814,70729,2011-10-30,94105,Healthcare,391325,13.8,0.182,56527.220832371015,650–699,750+,$60K–80K,398.0,Commitment,Standardized
398,668,814,70729,2011-10-30,94105,Healthcare,391325,13.8,0.182,56527.220832371015,650–699,750+,$60K–80K,398.0,Derivative,Internal Model
398,668,814,70729,2011-10-30,94105,Healthcare,391325,13.8,0.182,56527.220832371015,650–699,750+,$60K–80K,398.0,Trade Finance,Internal Model
399,824,426,61971,2011-09-25,94105,Tech,823526,13.9,0.026,16162.91593725166,750+,<600,$60K–80K,,,
400,578,313,38658,2017-03-09,30303,Manufacturing,973544,8.5,0.272,232601.48857940952,<600,<600,<$40K,400.0,Guarantee,Standardized
401,516,311,41253,2014-07-01,20002,Retail,338910,11.2,0.334,76969.90612848851,<600,<600,$40K–60K,401.0,Commitment,Internal Model
401,516,311,41253,2014-07-01,20002,Retail,338910,11.2,0.334,76969.90612848851,<600,<600,$40K–60K,401.0,Guarantee,Internal Model
402,572,386,84166,2010-05-17,60606,Manufacturing,879485,15.3,0.278,282796.6324697779,<600,<600,$80K–100K,402.0,Trade Finance,Standardized
402,572,386,84166,2010-05-17,60606,Manufacturing,879485,15.3,0.278,282796.6324697779,<600,<600,$80K–100K,402.0,Derivative,Internal Model
403,361,823,68563,2015-05-01,10001,Finance,165063,10.3,0.489,90451.84924148663,<600,750+,$60K–80K,403.0,Commitment,Standardized
403,361,823,68563,2015-05-01,10001,Finance,165063,10.3,0.489,90451.84924148663,<600,750+,$60K–80K,403.0,Securitization,Standardized
404,641,836,46390,2014-08-25,60606,Healthcare,797733,11.0,0.209,170823.05170765912,600–649,750+,$40K–60K,404.0,Guarantee,Internal Model
405,696,600,108664,2011-03-04,10001,Finance,693970,14.5,0.154,70933.55899767624,650–699,600–649,$100K+,,,
406,318,542,71578,2014-01-15,10001,Healthcare,615751,11.6,0.532,349044.62394517614,<600,<600,$60K–80K,,,
407,476,421,99025,2017-04-13,94105,Healthcare,700038,8.4,0.374,284009.3539130929,<600,<600,$80K–100K,407.0,Trade Finance,Standardized
407,476,421,99025,2017-04-13,94105,Healthcare,700038,8.4,0.374,284009.3539130929,<600,<600,$80K–100K,407.0,Derivative,Standardized
408,695,446,123850,2018-02-06,10001,Finance,296610,7.6,0.155,48763.30968320322,650–699,<600,$100K+,408.0,Commitment,Standardized
408,695,446,123850,2018-02-06,10001,Finance,296610,7.6,0.155,48763.30968320322,650–699,<600,$100K+,408.0,Trade Finance,Internal Model
409,744,655,52658,2012-03-29,10001,Finance,483656,13.4,0.106,34266.17173239458,700–749,650–699,$40K–60K,409.0,Commitment,Internal Model
410,532,608,26852,2015-12-29,30303,Manufacturing,968379,9.7,0.318,303739.4700307376,<600,600–649,<$40K,,,
411,375,587,147282,2013-01-11,60606,Finance,36081,12.6,0.475,18862.517792298702,<600,<600,$100K+,411.0,Trade Finance,Internal Model
412,564,606,114986,2016-02-03,30303,Manufacturing,34354,9.6,0.286,9298.729224727878,<600,600–649,$100K+,,,
413,754,848,22551,2010-07-17,10001,Manufacturing,627585,15.1,0.096,59515.80898075317,750+,750+,<$40K,413.0,Derivative,Standardized
414,683,651,91947,2017-04-25,94105,Manufacturing,814732,8.3,0.167,119055.1745108593,650–699,650–699,$80K–100K,414.0,Securitization,Internal Model
415,805,611,81001,2019-12-19,30303,Healthcare,74384,5.7,0.045,3070.2068626208943,750+,600–649,$80K–100K,415.0,Commitment,Internal Model
415,805,611,81001,2019-12-19,30303,Healthcare,74384,5.7,0.045,3070.2068626208943,750+,600–649,$80K–100K,415.0,Derivative,Standardized
415,805,611,81001,2019-12-19,30303,Healthcare,74384,5.7,0.045,3070.2068626208943,750+,600–649,$80K–100K,415.0,Trade Finance,Standardized
416,666,358,69159,2015-06-19,30303,Healthcare,891459,10.2,0.184,101800.34339853852,650–699,<600,$60K–80K,416.0,Guarantee,Internal Model
417,443,334,142775,2017-07-01,20002,Finance,655972,8.2,0.407,262542.80252405565,<600,<600,$100K+,417.0,Trade Finance,Standardized
418,368,744,71707,2019-07-25,10001,Healthcare,857324,6.1,0.482,268131.96807968727,<600,700–749,$60K–80K,418.0,Securitization,Internal Model
419,398,392,53243,2016-09-14,94105,Finance,45525,9.0,0.452,17717.235487270245,<600,<600,$40K–60K,419.0,Derivative,Internal Model
420,695,506,41800,2011-04-16,30303,Healthcare,954036,14.4,0.155,114691.27338451474,650–699,<600,$40K–60K,420.0,Derivative,Internal Model
420,695,506,41800,2011-04-16,30303,Healthcare,954036,14.4,0.155,114691.27338451474,650–699,<600,$40K–60K,420.0,Commitment,Standardized
421,324,652,95939,2016-03-15,30303,Retail,16464,9.5,0.526,8030.102973733349,<600,650–699,$80K–100K,,,
422,768,631,77828,2015-05-03,94105,Retail,550850,10.3,0.082,30717.64551040957,750+,600–649,$60K–80K,422.0,Trade Finance,Standardized
422,768,631,77828,2015-05-03,94105,Retail,550850,10.3,0.082,30717.64551040957,750+,600–649,$60K–80K,422.0,Commitment,Standardized
423,783,458,27239,2012-07-17,10001,Finance,903824,13.1,0.067,61463.70582703432,750+,<600,<$40K,,,
424,450,323,26710,2015-07-04,20002,Healthcare,589802,10.2,0.4,254088.33468083656,<600,<600,<$40K,,,
425,443,703,41384,2017-05-03,30303,Healthcare,385572,8.3,0.407,109537.59544309316,<600,700–749,$40K–60K,,,
426,338,815,41038,2018-03-18,20002,Manufacturing,122564,7.4,0.512,41579.22178197384,<600,750+,$40K–60K,,,
427,408,663,60846,2012-06-24,60606,Tech,380191,13.2,0.442,115498.4923182316,<600,650–699,$60K–80K,427.0,Commitment,Standardized
428,341,681,107983,2016-02-01,10001,Finance,477435,9.6,0.509,273701.4338010844,<600,650–699,$100K+,428.0,Trade Finance,Standardized
429,485,831,87821,2010-01-23,60606,Tech,566922,15.6,0.365,189733.74067110269,<600,750+,$80K–100K,,,
430,697,451,57991,2010-08-23,60606,Tech,796492,15.0,0.153,107283.1390322983,650–699,<600,$40K–60K,,,
431,522,719,99057,2018-06-12,60606,Finance,805701,7.2,0.328,175482.39165055694,<600,700–749,$80K–100K,,,
432,432,549,133193,2013-01-29,10001,Healthcare,204215,12.6,0.418,84485.51124390414,<600,<600,$100K+,432.0,Commitment,Internal Model
433,462,416,26971,2012-07-17,10001,Finance,557353,13.1,0.388,242376.26909886213,<600,<600,<$40K,,,
434,514,811,49139,2019-11-17,94105,Tech,275039,5.8,0.336,101368.9985238712,<600,750+,$40K–60K,,,
435,534,634,105445,2011-06-07,20002,Healthcare,353003,14.2,0.316,108830.81530635271,<600,600–649,$100K+,435.0,Commitment,Standardized
436,308,717,97067,2014-12-14,20002,Retail,677712,10.7,0.542,236982.7649842416,<600,700–749,$80K–100K,436.0,Securitization,Standardized
437,373,594,100257,2019-08-25,94105,Finance,977241,6.0,0.477,311122.2912017179,<600,<600,$100K+,,,
438,791,670,104742,2011-03-07,94105,Finance,114127,14.5,0.059,4239.308831724657,750+,650–699,$100K+,438.0,Trade Finance,Internal Model
439,552,485,57711,2012-03-03,60606,Healthcare,106426,13.5,0.298,23928.532777283643,<600,<600,$40K–60K,439.0,Securitization,Internal Model
440,529,545,26530,2014-06-18,94105,Retail,959520,11.2,0.321,209874.2730007692,<600,<600,<$40K,,,
441,818,567,31116,2014-10-03,30303,Retail,202376,10.9,0.032,4896.06685812723,750+,<600,<$40K,441.0,Commitment,Standardized
442,473,536,85794,2011-06-17,20002,Healthcare,21962,14.2,0.377,6880.697503456104,<600,<600,$80K–100K,442.0,Securitization,Standardized
442,473,536,85794,2011-06-17,20002,Healthcare,21962,14.2,0.377,6880.697503456104,<600,<600,$80K–100K,442.0,Trade Finance,Internal Model
443,467,829,20282,2018-04-15,94105,Manufacturing,43302,7.4,0.383,19334.232310541945,<600,750+,<$40K,,,
444,469,320,99473,2014-10-13,30303,Finance,357526,10.9,0.381,131616.7497287778,<600,<600,$80K–100K,444.0,Derivative,Standardized
445,692,819,21898,2014-08-03,30303,Finance,14011,11.1,0.158,2437.290719022137,650–699,750+,<$40K,445.0,Derivative,Internal Model
445,692,819,21898,2014-08-03,30303,Finance,14011,11.1,0.158,2437.290719022137,650–699,750+,<$40K,445.0,Commitment,Internal Model
446,493,399,24135,2013-08-09,30303,Tech,926148,12.1,0.357,339301.07276422554,<600,<600,<$40K,,,
447,816,777,26629,2017-10-28,30303,Healthcare,29782,7.8,0.034,675.9043919602207,750+,750+,<$40K,447.0,Derivative,Internal Model
448,328,597,129472,2012-07-01,60606,Tech,208763,13.2,0.522,113502.41210245858,<600,<600,$100K+,,,
449,464,825,145147,2013-01-29,30303,Tech,654942,12.6,0.386,193412.82198649985,<600,750+,$100K+,,,
450,721,633,105120,2014-03-06,60606,Retail,442941,11.5,0.129,56194.5725294298,700–749,600–649,$100K+,450.0,Trade Finance,Standardized
451,638,301,139798,2013-08-20,60606,Finance,543484,12.0,0.212,92702.26319044668,600–649,<600,$100K+,451.0,Securitization,Standardized
452,795,674,109087,2017-12-28,30303,Tech,53459,7.7,0.055,3524.187530221558,750+,650–699,$100K+,,,
453,664,592,85031,2017-01-31,20002,Retail,621533,8.6,0.186,87643.82589439751,650–699,<600,$80K–100K,453.0,Securitization,Internal Model
453,664,592,85031,2017-01-31,20002,Retail,621533,8.6,0.186,87643.82589439751,650–699,<600,$80K–100K,453.0,Derivative,Standardized
