Exposure_ID,Counterparty_ID,Product_Type,OBS_Category,Exposure_Amount,CCF_Category,Risk_Weight_Applied,Structuring_Strategy,Collateral_Type,Collateral_Value,Guarantee_Provider,Netting_Agreement,CCF_Source,Basel_Asset_Class,Internal_Rating,Currency,Jurisdiction,Maturity_Months,Reporting_Date,Regulatory_CCF_Applied,EAD,RWA
281,952,Derivative,Undrawn Commitment,789290,100%,1.0,Guarantee-Enhanced,None,660354,Sovereign Guarantee,Yes,Internal Model,Corporate,CCC,GBP,Germany,16,2023-02-08,1.0,789290.0,789290.0
282,81,Securitization,Performance Guarantee,1615070,50%,0.5,Guarantee-Enhanced,Cash,750774,Sovereign Guarantee,Yes,Internal Model,Bank,AA,EUR,Germany,94,2023-01-22,0.5,807535.0,403767.5
283,699,Guarantee,Other OBS,1067541,100%,0.5,Unstructured,Property,212235,None,No,Standardized,Retail,A,EUR,Greece,102,2023-12-04,1.0,1067541.0,533770.5
284,113,Guarantee,Derivative Exposure,1784190,0%,0.75,Guarantee-Enhanced,Cash,782119,None,No,Standardized,Retail,A,EUR,Cyprus,6,2023-04-17,0.0,0.0,0.0
285,2,Guarantee,Other OBS,1969053,75%,1.0,Unstructured,Securities,924993,Corporate Guarantee,Yes,Standardized,Bank,AAA,EUR,Cyprus,45,2022-12-06,0.75,1476789.75,1476789.75
286,642,Guarantee,Undrawn Commitment,691147,50%,1.0,Collateralized,Securities,353791,None,No,Internal Model,Corporate,BBB,USD,Cyprus,71,2022-03-04,0.5,345573.5,345573.5
287,220,Guarantee,Other OBS,238490,50%,1.0,Guarantee-Enhanced,Cash,294499,Corporate Guarantee,No,Internal Model,Corporate,B,EUR,Cyprus,5,2022-05-01,0.5,119245.0,119245.0
288,566,Commitment,Derivative Exposure,1082038,75%,0.75,Guarantee-Enhanced,Securities,335949,Sovereign Guarantee,No,Standardized,Corporate,AAA,EUR,UK,56,2022-05-23,0.75,811528.5,608646.375
289,855,Securitization,Other OBS,457688,75%,0.5,Guarantee-Enhanced,Property,330511,Sovereign Guarantee,No,Standardized,Corporate,BB,GBP,Germany,71,2024-06-15,0.75,343266.0,171633.0
290,997,Derivative,Undrawn Commitment,554409,0%,1.0,Collateralized,Securities,372050,Corporate Guarantee,No,Internal Model,Bank,AA,GBP,Germany,98,2021-01-10,0.0,0.0,0.0
291,736,Derivative,Performance Guarantee,1626335,20%,1.0,Unstructured,Property,379553,Sovereign Guarantee,Yes,Standardized,Retail,BBB,GBP,Cyprus,32,2021-12-24,0.2,325267.0,325267.0
292,225,Derivative,Other OBS,1336980,75%,0.2,Netting,Cash,863787,None,Yes,Internal Model,Sovereign,AAA,USD,Cyprus,49,2024-05-29,0.75,1002735.0,200547.0
293,385,Derivative,Undrawn Commitment,1743176,75%,1.0,Guarantee-Enhanced,Cash,116220,Sovereign Guarantee,Yes,Standardized,Sovereign,CCC,USD,Cyprus,13,2025-03-28,0.75,1307382.0,1307382.0
294,403,Commitment,Undrawn Commitment,566595,100%,0.5,Unstructured,Securities,221421,None,No,Standardized,Retail,A,GBP,Germany,30,2020-07-20,1.0,566595.0,283297.5
295,638,Trade Finance,Derivative Exposure,1849740,75%,0.5,Collateralized,Property,349317,Corporate Guarantee,No,Standardized,Bank,A,GBP,Germany,25,2021-03-20,0.75,1387305.0,693652.5
296,130,Securitization,Derivative Exposure,713689,100%,0.2,Netting,Securities,788428,Corporate Guarantee,No,Internal Model,Sovereign,BBB,EUR,Cyprus,85,2025-04-26,1.0,713689.0,142737.80000000002
297,53,Guarantee,Other OBS,215937,75%,1.0,Guarantee-Enhanced,None,775359,Sovereign Guarantee,No,Internal Model,Retail,A,EUR,UK,60,2025-05-10,0.75,161952.75,161952.75
298,684,Trade Finance,Performance Guarantee,1145426,20%,1.0,Collateralized,None,830819,Sovereign Guarantee,Yes,Standardized,Bank,CCC,USD,Greece,59,2020-10-23,0.2,229085.2,229085.2
299,730,Derivative,Undrawn Commitment,1414940,20%,1.0,Collateralized,None,3089,None,Yes,Internal Model,Sovereign,AAA,USD,Greece,85,2023-08-24,0.2,282988.0,282988.0
300,672,Trade Finance,Other OBS,293306,75%,0.75,Netting,None,885259,None,Yes,Internal Model,Corporate,AAA,EUR,Greece,28,2024-10-12,0.75,219979.5,164984.625
301,710,Securitization,Undrawn Commitment,1192384,75%,1.0,Unstructured,Securities,282803,Sovereign Guarantee,Yes,Internal Model,Corporate,A,GBP,Germany,112,2021-05-07,0.75,894288.0,894288.0
302,416,Guarantee,Undrawn Commitment,1600173,0%,0.5,Guarantee-Enhanced,None,307322,Sovereign Guarantee,Yes,Internal Model,Bank,A,EUR,Germany,58,2020-12-03,0.0,0.0,0.0
303,247,Guarantee,Performance Guarantee,711757,50%,0.5,Guarantee-Enhanced,Property,513269,Corporate Guarantee,Yes,Standardized,Corporate,BB,USD,Greece,20,2025-05-22,0.5,355878.5,177939.25
304,836,Securitization,Performance Guarantee,278981,100%,0.75,Unstructured,Cash,620253,Corporate Guarantee,No,Internal Model,Bank,AA,USD,Greece,34,2022-07-11,1.0,278981.0,209235.75
305,439,Securitization,Other OBS,572220,50%,0.75,Unstructured,Cash,605556,Corporate Guarantee,No,Internal Model,Retail,BBB,EUR,UK,5,2024-07-27,0.5,286110.0,214582.5
306,203,Derivative,Performance Guarantee,1789461,50%,1.0,Unstructured,None,347186,Sovereign Guarantee,Yes,Standardized,Retail,AAA,EUR,Germany,82,2025-02-08,0.5,894730.5,894730.5
307,184,Guarantee,Performance Guarantee,103072,50%,0.2,Netting,None,368615,Sovereign Guarantee,No,Internal Model,Sovereign,BBB,EUR,Germany,60,2022-12-25,0.5,51536.0,10307.2
308,123,Trade Finance,Other OBS,1844042,20%,0.75,Netting,None,201798,Sovereign Guarantee,Yes,Internal Model,Bank,BB,USD,Greece,103,2022-03-02,0.2,368808.4,276606.30000000005
309,401,Commitment,Performance Guarantee,1706684,50%,0.75,Guarantee-Enhanced,Securities,332255,Corporate Guarantee,Yes,Internal Model,Sovereign,AAA,GBP,UK,43,2023-12-16,0.5,853342.0,640006.5
310,767,Commitment,Derivative Exposure,1576322,50%,1.0,Netting,Cash,237103,Sovereign Guarantee,No,Standardized,Sovereign,BB,EUR,UK,57,2024-04-12,0.5,788161.0,788161.0
311,294,Securitization,Undrawn Commitment,1121860,0%,1.0,Collateralized,None,769042,None,Yes,Standardized,Retail,BB,USD,Greece,57,2025-05-01,0.0,0.0,0.0
312,280,Derivative,Undrawn Commitment,133369,75%,0.75,Guarantee-Enhanced,Property,689925,Sovereign Guarantee,Yes,Internal Model,Sovereign,B,USD,Greece,75,2024-07-10,0.75,100026.75,75020.0625
313,837,Commitment,Undrawn Commitment,861554,50%,0.2,Netting,None,886867,Sovereign Guarantee,Yes,Internal Model,Corporate,A,USD,Germany,54,2024-02-25,0.5,430777.0,86155.40000000001
314,884,Guarantee,Undrawn Commitment,1955561,75%,0.75,Unstructured,Cash,89242,Sovereign Guarantee,No,Standardized,Sovereign,CCC,EUR,Greece,81,2025-03-20,0.75,1466670.75,1100003.0625
315,610,Securitization,Other OBS,787266,100%,1.0,Collateralized,None,375348,Sovereign Guarantee,No,Standardized,Bank,B,EUR,Cyprus,112,2022-08-19,1.0,787266.0,787266.0
316,198,Trade Finance,Undrawn Commitment,1979796,20%,1.0,Unstructured,Cash,153956,Sovereign Guarantee,No,Standardized,Corporate,BBB,GBP,UK,45,2020-11-12,0.2,395959.2,395959.2
317,982,Securitization,Undrawn Commitment,637100,75%,0.75,Guarantee-Enhanced,None,803631,None,No,Internal Model,Retail,CCC,USD,Greece,86,2022-07-30,0.75,477825.0,358368.75
318,907,Trade Finance,Undrawn Commitment,1368719,50%,0.2,Unstructured,Property,584326,None,Yes,Internal Model,Bank,BBB,EUR,Cyprus,37,2025-02-03,0.5,684359.5,136871.9
319,511,Securitization,Undrawn Commitment,334580,100%,0.75,Netting,None,582074,Sovereign Guarantee,No,Standardized,Corporate,A,USD,UK,84,2021-09-17,1.0,334580.0,250935.0
320,752,Securitization,Derivative Exposure,1927971,20%,0.75,Netting,Property,896068,Corporate Guarantee,No,Internal Model,Bank,CCC,USD,Cyprus,48,2020-03-15,0.2,385594.2,289195.65
321,144,Securitization,Undrawn Commitment,1756032,75%,1.0,Guarantee-Enhanced,Property,760330,Sovereign Guarantee,No,Internal Model,Corporate,B,GBP,Cyprus,118,2024-10-03,0.75,1317024.0,1317024.0
322,609,Trade Finance,Derivative Exposure,573156,75%,0.2,Unstructured,None,835726,Sovereign Guarantee,Yes,Internal Model,Bank,BBB,EUR,Greece,54,2022-07-27,0.75,429867.0,85973.40000000001
323,201,Trade Finance,Other OBS,819097,20%,0.5,Guarantee-Enhanced,Property,733375,Sovereign Guarantee,No,Internal Model,Bank,B,EUR,UK,48,2020-02-28,0.2,163819.40000000002,81909.70000000001
324,124,Securitization,Performance Guarantee,1517071,20%,0.2,Unstructured,Securities,165250,Corporate Guarantee,No,Internal Model,Corporate,A,USD,Cyprus,112,2021-01-20,0.2,303414.2,60682.840000000004
325,187,Commitment,Undrawn Commitment,302164,75%,0.75,Collateralized,None,930169,Corporate Guarantee,Yes,Internal Model,Retail,CCC,USD,Germany,110,2020-01-15,0.75,226623.0,169967.25
326,326,Derivative,Performance Guarantee,1993907,75%,0.75,Netting,None,522820,Corporate Guarantee,Yes,Internal Model,Retail,CCC,GBP,UK,6,2023-06-08,0.75,1495430.25,1121572.6875
327,464,Derivative,Performance Guarantee,819605,50%,0.75,Guarantee-Enhanced,Property,262678,None,Yes,Standardized,Bank,AAA,GBP,Germany,34,2024-06-28,0.5,409802.5,307351.875
328,349,Derivative,Other OBS,1386921,75%,0.2,Collateralized,Property,878260,Corporate Guarantee,Yes,Standardized,Bank,BB,GBP,Greece,63,2024-08-27,0.75,1040190.75,208038.15000000002
329,771,Trade Finance,Performance Guarantee,200787,50%,1.0,Collateralized,None,822564,None,No,Standardized,Retail,BB,GBP,Germany,78,2020-07-17,0.5,100393.5,100393.5
330,660,Trade Finance,Derivative Exposure,210381,75%,0.75,Guarantee-Enhanced,Securities,902152,None,Yes,Standardized,Retail,B,GBP,UK,48,2025-04-23,0.75,157785.75,118339.3125
331,764,Commitment,Performance Guarantee,1769014,20%,0.75,Guarantee-Enhanced,Property,298254,Corporate Guarantee,No,Standardized,Sovereign,CCC,GBP,Cyprus,23,2023-10-09,0.2,353802.80000000005,265352.10000000003
332,955,Derivative,Performance Guarantee,499830,100%,0.2,Collateralized,Property,714114,Corporate Guarantee,No,Standardized,Retail,BBB,USD,Cyprus,84,2020-02-04,1.0,499830.0,99966.0
333,932,Derivative,Performance Guarantee,1627969,20%,0.5,Unstructured,Cash,850012,Corporate Guarantee,No,Standardized,Bank,B,GBP,UK,13,2020-06-10,0.2,325593.80000000005,162796.90000000002
334,403,Securitization,Undrawn Commitment,954098,50%,0.5,Collateralized,Securities,415685,None,No,Standardized,Corporate,B,USD,Cyprus,47,2024-11-15,0.5,477049.0,238524.5
335,346,Trade Finance,Undrawn Commitment,1455568,0%,1.0,Guarantee-Enhanced,Securities,326160,Sovereign Guarantee,No,Standardized,Retail,AA,USD,Germany,44,2022-09-08,0.0,0.0,0.0
336,963,Derivative,Derivative Exposure,1887847,20%,1.0,Collateralized,None,46233,Corporate Guarantee,Yes,Internal Model,Sovereign,CCC,EUR,Cyprus,105,2022-03-09,0.2,377569.4,377569.4
337,511,Commitment,Derivative Exposure,118920,50%,0.75,Unstructured,Securities,916295,Corporate Guarantee,No,Internal Model,Sovereign,BB,USD,Cyprus,32,2022-06-13,0.5,59460.0,44595.0
338,147,Commitment,Undrawn Commitment,880051,20%,0.2,Netting,None,197780,Corporate Guarantee,No,Standardized,Sovereign,CCC,USD,Germany,26,2021-04-15,0.2,176010.2,35202.04
339,148,Derivative,Derivative Exposure,1665685,75%,0.75,Netting,Cash,451448,None,No,Internal Model,Corporate,A,GBP,Germany,114,2021-06-14,0.75,1249263.75,936947.8125
340,864,Trade Finance,Undrawn Commitment,700024,0%,1.0,Collateralized,Securities,748810,None,Yes,Internal Model,Retail,B,USD,Germany,53,2025-06-10,0.0,0.0,0.0
341,711,Commitment,Other OBS,980997,50%,0.2,Unstructured,Property,106311,Sovereign Guarantee,No,Standardized,Retail,AA,GBP,Greece,14,2022-03-02,0.5,490498.5,98099.70000000001
342,820,Securitization,Performance Guarantee,591357,50%,0.2,Netting,Cash,558697,Corporate Guarantee,No,Standardized,Retail,AA,GBP,Germany,52,2022-05-01,0.5,295678.5,59135.700000000004
343,489,Commitment,Performance Guarantee,1604235,0%,1.0,Collateralized,None,770519,None,Yes,Standardized,Corporate,BB,GBP,Germany,36,2023-12-17,0.0,0.0,0.0
344,929,Guarantee,Derivative Exposure,57531,20%,0.5,Collateralized,Cash,936828,Sovereign Guarantee,No,Internal Model,Corporate,BB,EUR,Greece,8,2020-12-13,0.2,11506.2,5753.1
345,936,Guarantee,Undrawn Commitment,480267,50%,0.5,Unstructured,None,401954,Corporate Guarantee,No,Internal Model,Bank,BB,GBP,Cyprus,40,2021-11-24,0.5,240133.5,120066.75
346,640,Trade Finance,Undrawn Commitment,1761672,50%,0.2,Guarantee-Enhanced,Cash,496246,None,Yes,Standardized,Sovereign,A,USD,Germany,86,2022-07-23,0.5,880836.0,176167.2
347,551,Derivative,Derivative Exposure,1761646,50%,0.75,Collateralized,None,810486,Corporate Guarantee,No,Internal Model,Sovereign,AA,GBP,UK,22,2022-07-01,0.5,880823.0,660617.25
348,338,Trade Finance,Undrawn Commitment,1165731,50%,0.5,Guarantee-Enhanced,Securities,29709,Corporate Guarantee,No,Internal Model,Retail,BBB,GBP,Germany,16,2020-05-26,0.5,582865.5,291432.75
349,872,Trade Finance,Other OBS,981479,50%,0.75,Guarantee-Enhanced,Property,633609,None,No,Internal Model,Corporate,A,GBP,Germany,91,2023-10-29,0.5,490739.5,368054.625
350,641,Trade Finance,Performance Guarantee,1685288,0%,0.5,Netting,None,363,None,No,Standardized,Corporate,AAA,EUR,Greece,60,2024-09-07,0.0,0.0,0.0
351,779,Trade Finance,Derivative Exposure,357747,50%,0.5,Guarantee-Enhanced,Cash,796790,None,No,Internal Model,Retail,B,USD,UK,60,2021-11-05,0.5,178873.5,89436.75
352,988,Securitization,Derivative Exposure,990756,100%,0.75,Unstructured,None,494829,Corporate Guarantee,Yes,Internal Model,Retail,BB,EUR,Cyprus,10,2023-12-10,1.0,990756.0,743067.0
353,953,Securitization,Undrawn Commitment,524013,50%,1.0,Netting,None,396456,Corporate Guarantee,Yes,Internal Model,Bank,AA,USD,Cyprus,25,2021-11-17,0.5,262006.5,262006.5
354,473,Commitment,Derivative Exposure,182503,75%,0.5,Netting,None,465417,Sovereign Guarantee,Yes,Internal Model,Sovereign,B,EUR,UK,31,2024-02-26,0.75,136877.25,68438.625
355,946,Guarantee,Other OBS,1828539,50%,0.5,Netting,Cash,45689,Corporate Guarantee,No,Internal Model,Sovereign,CCC,USD,Germany,21,2024-05-01,0.5,914269.5,457134.75
356,151,Trade Finance,Undrawn Commitment,742841,75%,0.75,Collateralized,Property,264080,None,No,Internal Model,Sovereign,A,EUR,Greece,91,2023-07-03,0.75,557130.75,417848.0625
357,415,Commitment,Undrawn Commitment,1977581,75%,1.0,Collateralized,Securities,898704,Corporate Guarantee,No,Internal Model,Bank,AAA,GBP,UK,81,2022-08-17,0.75,1483185.75,1483185.75
358,990,Guarantee,Undrawn Commitment,714917,50%,0.5,Guarantee-Enhanced,Property,615362,Sovereign Guarantee,Yes,Standardized,Retail,CCC,EUR,UK,33,2021-11-16,0.5,357458.5,178729.25
359,298,Derivative,Undrawn Commitment,1464022,100%,0.5,Netting,None,175037,Sovereign Guarantee,No,Standardized,Retail,A,EUR,Cyprus,31,2023-01-31,1.0,1464022.0,732011.0
360,611,Securitization,Other OBS,1754098,20%,1.0,Netting,Cash,208606,None,No,Internal Model,Sovereign,A,GBP,Greece,114,2020-04-30,0.2,350819.60000000003,350819.60000000003
361,263,Guarantee,Undrawn Commitment,1002246,0%,0.5,Unstructured,Property,882,None,No,Standardized,Sovereign,BBB,GBP,UK,106,2021-02-22,0.0,0.0,0.0
362,764,Derivative,Derivative Exposure,69675,75%,1.0,Guarantee-Enhanced,None,413440,Sovereign Guarantee,Yes,Internal Model,Bank,B,USD,Greece,90,2020-12-15,0.75,52256.25,52256.25
363,144,Guarantee,Other OBS,123997,75%,1.0,Unstructured,Securities,891659,Sovereign Guarantee,Yes,Internal Model,Corporate,BBB,USD,Germany,21,2024-08-07,0.75,92997.75,92997.75
364,346,Securitization,Performance Guarantee,198087,20%,0.75,Guarantee-Enhanced,Securities,779110,Sovereign Guarantee,No,Internal Model,Corporate,A,USD,Cyprus,36,2020-02-11,0.2,39617.4,29713.050000000003
365,624,Securitization,Performance Guarantee,1017561,20%,0.2,Guarantee-Enhanced,Securities,125865,None,No,Standardized,Sovereign,AAA,EUR,Germany,65,2023-10-22,0.2,203512.2,40702.44
366,572,Commitment,Derivative Exposure,536799,0%,1.0,Collateralized,None,648033,Sovereign Guarantee,No,Internal Model,Bank,AA,USD,Greece,4,2020-01-29,0.0,0.0,0.0
367,881,Trade Finance,Derivative Exposure,569349,20%,0.75,Collateralized,Cash,424041,Sovereign Guarantee,Yes,Internal Model,Sovereign,AA,EUR,Germany,68,2022-08-23,0.2,113869.8,85402.35
368,2,Guarantee,Other OBS,805678,75%,0.2,Unstructured,Property,463956,None,Yes,Standardized,Corporate,CCC,EUR,Cyprus,90,2025-03-30,0.75,604258.5,120851.70000000001
369,897,Guarantee,Performance Guarantee,190905,50%,0.5,Guarantee-Enhanced,Securities,28885,Corporate Guarantee,Yes,Standardized,Sovereign,B,USD,Greece,4,2022-02-23,0.5,95452.5,47726.25
370,304,Derivative,Performance Guarantee,320040,50%,0.2,Netting,None,695416,Corporate Guarantee,No,Internal Model,Corporate,BB,USD,UK,113,2020-01-14,0.5,160020.0,32004.0
371,254,Securitization,Performance Guarantee,1524764,50%,1.0,Collateralized,None,396419,Sovereign Guarantee,Yes,Standardized,Corporate,BB,EUR,Germany,9,2022-07-08,0.5,762382.0,762382.0
372,652,Guarantee,Performance Guarantee,361877,0%,1.0,Netting,Property,715601,Corporate Guarantee,No,Standardized,Corporate,AA,GBP,Cyprus,30,2025-05-30,0.0,0.0,0.0
373,453,Securitization,Performance Guarantee,1874299,20%,1.0,Unstructured,Securities,395460,Corporate Guarantee,No,Internal Model,Retail,A,GBP,UK,115,2022-03-28,0.2,374859.80000000005,374859.80000000005
374,37,Guarantee,Undrawn Commitment,616088,75%,1.0,Collateralized,None,360466,Corporate Guarantee,Yes,Internal Model,Retail,A,EUR,Cyprus,45,2022-04-04,0.75,462066.0,462066.0
375,160,Commitment,Derivative Exposure,1194620,100%,1.0,Collateralized,Property,330763,Corporate Guarantee,No,Internal Model,Sovereign,BBB,USD,Greece,4,2024-02-17,1.0,1194620.0,1194620.0
376,9,Trade Finance,Undrawn Commitment,317491,75%,0.75,Guarantee-Enhanced,Cash,21584,Sovereign Guarantee,Yes,Standardized,Corporate,B,EUR,Greece,69,2023-04-27,0.75,238118.25,178588.6875
377,233,Guarantee,Performance Guarantee,1812999,0%,1.0,Unstructured,Cash,794953,Corporate Guarantee,No,Standardized,Retail,BBB,EUR,Germany,109,2022-05-21,0.0,0.0,0.0
378,99,Securitization,Other OBS,539066,100%,0.75,Guarantee-Enhanced,Cash,705377,Corporate Guarantee,No,Standardized,Sovereign,BB,USD,Cyprus,23,2020-10-21,1.0,539066.0,404299.5
379,659,Commitment,Other OBS,708003,75%,0.5,Collateralized,Securities,819973,None,Yes,Internal Model,Sovereign,AA,GBP,Cyprus,16,2023-04-21,0.75,531002.25,265501.125
380,816,Guarantee,Performance Guarantee,352929,75%,1.0,Unstructured,Property,553351,Sovereign Guarantee,No,Standardized,Sovereign,CCC,EUR,Cyprus,22,2022-05-13,0.75,264696.75,264696.75
381,208,Derivative,Performance Guarantee,855113,50%,1.0,Collateralized,Property,70268,None,No,Standardized,Sovereign,A,GBP,Greece,101,2021-07-01,0.5,427556.5,427556.5
382,131,Trade Finance,Other OBS,416008,50%,0.2,Unstructured,None,780594,None,No,Internal Model,Sovereign,AA,GBP,Germany,72,2025-03-20,0.5,208004.0,41600.8
383,404,Guarantee,Undrawn Commitment,983396,50%,0.5,Collateralized,None,650506,Sovereign Guarantee,No,Internal Model,Bank,AAA,USD,Cyprus,48,2022-11-26,0.5,491698.0,245849.0
384,152,Commitment,Undrawn Commitment,883731,0%,1.0,Netting,None,380350,Corporate Guarantee,No,Internal Model,Corporate,AA,EUR,Cyprus,62,2022-10-04,0.0,0.0,0.0
385,54,Derivative,Performance Guarantee,1115649,20%,1.0,Netting,Property,458168,None,No,Standardized,Sovereign,AAA,EUR,UK,97,2022-11-03,0.2,223129.80000000002,223129.80000000002
386,120,Commitment,Undrawn Commitment,1987312,20%,0.5,Guarantee-Enhanced,None,748414,Sovereign Guarantee,No,Internal Model,Bank,BBB,GBP,Cyprus,119,2025-04-30,0.2,397462.4,198731.2
387,673,Commitment,Other OBS,1653546,50%,0.75,Netting,Property,170635,Corporate Guarantee,No,Standardized,Corporate,BBB,GBP,Germany,60,2021-09-26,0.5,826773.0,620079.75
388,920,Derivative,Undrawn Commitment,803158,75%,1.0,Collateralized,Property,170824,Sovereign Guarantee,Yes,Standardized,Retail,BB,USD,UK,102,2021-08-17,0.75,602368.5,602368.5
389,628,Commitment,Performance Guarantee,1850830,50%,0.2,Collateralized,Cash,750593,None,Yes,Internal Model,Sovereign,AA,GBP,UK,107,2023-03-28,0.5,925415.0,185083.0
390,587,Derivative,Other OBS,1506081,0%,1.0,Netting,None,395783,Corporate Guarantee,No,Internal Model,Bank,AA,USD,UK,80,2024-02-26,0.0,0.0,0.0
391,625,Guarantee,Undrawn Commitment,165359,100%,0.2,Guarantee-Enhanced,Cash,409337,Corporate Guarantee,No,Internal Model,Retail,AAA,EUR,Greece,5,2023-09-14,1.0,165359.0,33071.8
392,968,Derivative,Derivative Exposure,975431,100%,0.2,Netting,Securities,919178,Sovereign Guarantee,Yes,Internal Model,Bank,BBB,USD,UK,80,2021-09-05,1.0,975431.0,195086.2
393,420,Derivative,Other OBS,116707,75%,1.0,Unstructured,Securities,600699,Corporate Guarantee,No,Internal Model,Corporate,AAA,GBP,Cyprus,7,2025-02-15,0.75,87530.25,87530.25
394,422,Trade Finance,Other OBS,301351,100%,1.0,Unstructured,Securities,109876,None,Yes,Standardized,Corporate,BBB,EUR,Greece,51,2023-01-11,1.0,301351.0,301351.0
395,104,Derivative,Derivative Exposure,520670,50%,0.2,Unstructured,Property,983779,None,Yes,Standardized,Retail,AAA,USD,Greece,65,2024-04-28,0.5,260335.0,52067.0
396,852,Derivative,Derivative Exposure,1337087,100%,0.5,Netting,Property,198153,None,Yes,Standardized,Bank,BBB,EUR,Greece,9,2024-05-22,1.0,1337087.0,668543.5
397,254,Guarantee,Other OBS,1334294,0%,0.5,Netting,Property,684500,Sovereign Guarantee,No,Internal Model,Sovereign,AAA,USD,Greece,82,2024-05-02,0.0,0.0,0.0
398,227,Trade Finance,Derivative Exposure,1688292,50%,1.0,Netting,None,664687,Corporate Guarantee,No,Standardized,Sovereign,CCC,GBP,Greece,45,2024-05-11,0.5,844146.0,844146.0
399,112,Securitization,Performance Guarantee,100601,20%,0.75,Unstructured,Cash,988167,Corporate Guarantee,No,Internal Model,Retail,BBB,GBP,Greece,47,2024-05-29,0.2,20120.2,15090.150000000001
400,510,Guarantee,Performance Guarantee,1044969,20%,0.5,Guarantee-Enhanced,Property,23331,Corporate Guarantee,Yes,Internal Model,Retail,B,EUR,Greece,67,2022-11-11,0.2,208993.80000000002,104496.90000000001
401,473,Guarantee,Performance Guarantee,1494331,20%,1.0,Collateralized,Cash,23004,None,Yes,Standardized,Retail,AAA,EUR,UK,24,2023-03-01,0.2,298866.2,298866.2
402,99,Securitization,Other OBS,545479,75%,0.5,Netting,Cash,238441,Corporate Guarantee,Yes,Standardized,Bank,AA,EUR,Germany,92,2021-04-09,0.75,409109.25,204554.625
403,153,Derivative,Derivative Exposure,1734351,75%,0.75,Guarantee-Enhanced,Cash,905675,None,No,Internal Model,Sovereign,BB,USD,Cyprus,10,2024-01-19,0.75,1300763.25,975572.4375
404,861,Commitment,Derivative Exposure,1776605,50%,1.0,Collateralized,None,403708,Corporate Guarantee,Yes,Standardized,Sovereign,B,GBP,Cyprus,73,2023-08-18,0.5,888302.5,888302.5
405,914,Trade Finance,Undrawn Commitment,1562760,20%,0.75,Collateralized,None,448013,None,Yes,Internal Model,Sovereign,B,EUR,UK,77,2022-08-12,0.2,312552.0,234414.0
406,896,Commitment,Undrawn Commitment,1512436,75%,1.0,Collateralized,Securities,189167,Corporate Guarantee,No,Standardized,Retail,AAA,EUR,UK,48,2022-07-18,0.75,1134327.0,1134327.0
407,878,Securitization,Derivative Exposure,1510537,75%,0.75,Guarantee-Enhanced,Securities,931253,Sovereign Guarantee,Yes,Standardized,Sovereign,BB,EUR,Greece,35,2023-07-14,0.75,1132902.75,849677.0625
408,338,Guarantee,Derivative Exposure,301924,50%,0.5,Guarantee-Enhanced,Cash,849649,Sovereign Guarantee,Yes,Standardized,Corporate,AA,USD,Germany,54,2022-03-09,0.5,150962.0,75481.0
409,706,Guarantee,Derivative Exposure,833441,75%,0.5,Unstructured,Securities,613332,None,No,Standardized,Retail,B,EUR,Greece,87,2021-01-29,0.75,625080.75,312540.375
410,822,Trade Finance,Other OBS,1913236,20%,0.75,Guarantee-Enhanced,Cash,795477,None,No,Standardized,Sovereign,AA,EUR,UK,111,2023-02-17,0.2,382647.2,286985.4
411,163,Guarantee,Derivative Exposure,1621970,50%,0.75,Guarantee-Enhanced,None,282260,Corporate Guarantee,Yes,Internal Model,Bank,BBB,USD,Greece,81,2020-09-02,0.5,810985.0,608238.75
412,720,Guarantee,Undrawn Commitment,299430,100%,0.75,Guarantee-Enhanced,None,542955,Corporate Guarantee,No,Standardized,Retail,CCC,USD,Cyprus,110,2021-07-21,1.0,299430.0,224572.5
413,957,Trade Finance,Other OBS,1526313,20%,1.0,Collateralized,None,337201,Sovereign Guarantee,Yes,Standardized,Corporate,BB,EUR,Cyprus,71,2020-02-07,0.2,305262.60000000003,305262.60000000003
414,681,Trade Finance,Derivative Exposure,1221364,50%,0.5,Netting,Property,598493,Corporate Guarantee,No,Standardized,Corporate,CCC,EUR,Greece,116,2020-09-01,0.5,610682.0,305341.0
415,996,Securitization,Undrawn Commitment,1720103,100%,1.0,Unstructured,Cash,27302,None,Yes,Internal Model,Bank,A,USD,Germany,16,2020-01-21,1.0,1720103.0,1720103.0
416,161,Guarantee,Other OBS,1649792,75%,0.5,Netting,None,404499,None,No,Internal Model,Bank,BBB,GBP,Greece,53,2023-02-07,0.75,1237344.0,618672.0
417,580,Guarantee,Derivative Exposure,330466,0%,0.2,Netting,Cash,162007,None,Yes,Internal Model,Retail,BB,USD,Greece,40,2024-06-17,0.0,0.0,0.0
418,801,Securitization,Derivative Exposure,500930,20%,1.0,Guarantee-Enhanced,Securities,596822,None,No,Internal Model,Retail,AAA,GBP,Germany,100,2021-01-28,0.2,100186.0,100186.0
419,398,Derivative,Derivative Exposure,1448616,0%,0.5,Unstructured,Securities,749702,None,No,Internal Model,Corporate,CCC,EUR,Germany,20,2023-12-04,0.0,0.0,0.0
420,277,Derivative,Other OBS,1160868,75%,0.5,Netting,None,162696,Sovereign Guarantee,No,Standardized,Bank,AAA,EUR,Germany,88,2022-09-13,0.75,870651.0,435325.5
421,816,Derivative,Undrawn Commitment,603343,50%,1.0,Netting,Cash,13440,Sovereign Guarantee,No,Standardized,Retail,AA,GBP,Cyprus,111,2024-07-29,0.5,301671.5,301671.5
